,지역코드,법정동,년,월,일,아파트,건축년도,층,전용면적,거래금액
2,11530, 신도림동,2017,1,1~10,동아3,2000,27,138.412,"    69,000"
3,11530, 신도림동,2017,1,1~10,우성2,1996,5,84.82,"    48,000"
4,11530, 신도림동,2017,1,1~10,동아2,2000,21,112.354,"    66,000"
5,11530, 신도림동,2017,1,1~10,신도림팰러티움,2006,21,84.51,"    42,000"
6,11530, 신도림동,2017,1,1~10,대림2,2001,13,59.88,"    41,000"
7,11530, 신도림동,2017,1,1~10,대림e-편한세상5,2003,12,84.789,"    60,000"
8,11530, 신도림동,2017,1,1~10,우성1,1992,11,73.18,"    44,000"
9,11530, 신도림동,2017,1,1~10,동아1,1999,14,59.978,"    47,300"
0,11530, 신도림동,2017,2,1~10,대림e-편한세상4,2003,5,84.78,"    76,300"
1,11530, 신도림동,2017,2,1~10,대림e-편한세상7차,2004,10,84.928,"    63,000"
2,11530, 신도림동,2017,2,1~10,SK VIEW,2006,20,84.98,"    51,500"
3,11530, 신도림동,2017,2,1~10,대림1,1999,24,84.95,"    51,250"
4,11530, 신도림동,2017,2,1~10,대림1,1999,19,59.9,"    43,900"
5,11530, 신도림동,2017,2,1~10,우성1,1992,15,84.96,"    48,300"
6,11530, 신도림동,2017,2,1~10,대림e-편한세상7차,2004,23,84.928,"    61,900"
7,11530, 신도림동,2017,2,1~10,대림2,2001,10,134.99,"    60,000"
8,11530, 신도림동,2017,2,11~20,디큐브시티,2011,17,84.96,"    73,700"
9,11530, 신도림동,2017,2,11~20,동아2,2000,3,84.908,"    57,200"
0,11530, 신도림동,2017,3,1~10,동아2,2000,15,84.908,"    59,800"
1,11530, 신도림동,2017,3,1~10,동아2,2000,26,84.908,"    59,700"
2,11530, 신도림동,2017,3,1~10,동아3,2000,20,60,"    51,750"
3,11530, 신도림동,2017,3,1~10,대림1,1999,18,59.88,"    41,500"
4,11530, 신도림동,2017,3,1~10,대림1,1999,12,59.9,"    43,650"
5,11530, 신도림동,2017,3,1~10,동아3,2000,1,84.99,"    53,700"
6,11530, 신도림동,2017,3,1~10,미성,1987,3,83.67,"    38,000"
7,11530, 신도림동,2017,3,1~10,신도림대우푸르지오2차,2008,10,121.24,"    77,000"
8,11530, 신도림동,2017,3,1~10,미성,1987,6,37.91,"    23,700"
9,11530, 신도림동,2017,3,1~10,미성,1987,1,83.67,"    35,000"
0,11530, 신도림동,2017,4,1~10,동아2,2000,25,84.908,"    57,000"
1,11530, 신도림동,2017,4,1~10,대림e-편한세상7차,2004,8,84.928,"    61,000"
2,11530, 신도림동,2017,4,1~10,대림1,1999,1,59.82,"    37,000"
3,11530, 신도림동,2017,4,1~10,미성,1987,1,52.45,"    29,000"
4,11530, 신도림동,2017,4,1~10,대림e-편한세상7차,2004,12,84.928,"    61,000"
5,11530, 신도림동,2017,4,1~10,동아1,1999,13,84.908,"    57,700"
6,11530, 신도림동,2017,4,1~10,대림2,2001,12,59.88,"    44,000"
7,11530, 신도림동,2017,4,1~10,신도림팰러티움,2006,9,84.95,"    38,400"
8,11530, 신도림동,2017,4,1~10,디큐브시티,2011,14,84.96,"    70,500"
9,11530, 신도림동,2017,4,1~10,대림e-편한세상7차,2004,15,116.308,"    71,500"
0,11530, 신도림동,2017,5,1~10,대림e-편한세상4,2003,8,152.07,"    93,500"
1,11530, 신도림동,2017,5,1~10,미성,1987,10,52.45,"    31,400"
2,11530, 신도림동,2017,5,1~10,대림e-편한세상5,2003,17,84.789,"    59,000"
3,11530, 신도림동,2017,5,1~10,대림e-편한세상4,2003,6,84.78,"    77,600"
4,11530, 신도림동,2017,5,1~10,디큐브시티,2011,22,84.96,"    72,000"
5,11530, 신도림동,2017,5,1~10,대림e-편한세상4,2003,6,117.74,"    84,000"
6,11530, 신도림동,2017,5,1~10,대림2,2001,14,59.9,"    43,300"
7,11530, 신도림동,2017,5,1~10,동아1,1999,12,59.978,"    48,000"
8,11530, 신도림동,2017,5,1~10,대림3,2001,15,114.55,"    59,000"
9,11530, 신도림동,2017,5,1~10,동아2,2000,18,59.595,"    46,800"
0,11530, 신도림동,2017,6,1~10,대림e-편한세상4,2003,7,117.74,"    84,800"
1,11530, 신도림동,2017,6,1~10,신성은하수,1997,6,84.42,"    44,700"
2,11530, 신도림동,2017,6,1~10,대림1,1999,7,84.95,"    52,400"
3,11530, 신도림동,2017,6,1~10,디큐브시티,2011,20,84.96,"    76,000"
4,11530, 신도림동,2017,6,1~10,대림2,2001,14,59.88,"    41,100"
5,11530, 신도림동,2017,6,1~10,동아1,1999,4,59.978,"    47,700"
6,11530, 신도림동,2017,6,1~10,대림1,1999,12,59.93,"    44,000"
7,11530, 신도림동,2017,6,1~10,대림1,1999,7,59.9,"    44,800"
8,11530, 신도림동,2017,6,1~10,대림2,2001,7,59.88,"    42,400"
9,11530, 신도림동,2017,6,1~10,SK VIEW,2006,8,84.96,"    52,000"
0,11530, 신도림동,2017,7,1~10,동아1,1999,16,169.199,"    72,000"
1,11530, 신도림동,2017,7,1~10,대림2,2001,18,59.9,"    46,700"
2,11530, 신도림동,2017,7,1~10,동아2,2000,12,59.595,"    48,550"
3,11530, 신도림동,2017,7,1~10,신성은하수,1997,17,59.88,"    38,800"
4,11530, 신도림동,2017,7,1~10,동아1,1999,20,169.199,"    70,000"
5,11530, 신도림동,2017,7,1~10,디큐브시티,2011,34,84.96,"    80,400"
6,11530, 신도림동,2017,7,1~10,미성,1987,9,37.91,"    23,900"
7,11530, 신도림동,2017,7,1~10,대림e-편한세상5,2003,14,84.789,"    60,000"
8,11530, 신도림동,2017,7,1~10,대림2,2001,3,84.95,"    55,750"
9,11530, 신도림동,2017,7,1~10,대림e-편한세상5,2003,17,84.789,"    60,000"
0,11530, 신도림동,2017,8,1~10,대림2,2001,6,59.9,"    42,500"
1,11530, 신도림동,2017,8,1~10,대림2,2001,26,101.48,"    59,000"
2,11530, 신도림동,2017,8,1~10,대림2,2001,13,59.88,"    43,600"
3,11530, 신도림동,2017,8,1~10,미성,1987,3,37.91,"    26,000"
4,11530, 신도림동,2017,8,1~10,신도림팰러티움,2006,6,84.94,"    35,500"
5,11530, 신도림동,2017,8,1~10,미성,1987,13,37.91,"    24,300"
6,11530, 신도림동,2017,8,1~10,동아1,1999,22,169.199,"    70,000"
7,11530, 신도림동,2017,8,1~10,신도림팰러티움,2006,12,84.62,"    42,500"
8,11530, 신도림동,2017,8,1~10,신도림3차푸르지오,2007,18,90.08,"    52,400"
9,11530, 신도림동,2017,8,1~10,미성,1987,2,83.67,"    43,000"
0,11530, 신도림동,2017,9,1~10,대림3,2001,22,84.51,"    52,000"
1,11530, 신도림동,2017,9,1~10,동아3,2000,24,110.302,"    64,000"
2,11530, 신도림동,2017,9,1~10,SK VIEW,2006,23,84.96,"    58,000"
3,11530, 신도림동,2017,9,1~10,대림2,2001,3,84.95,"    57,000"
4,11530, 신도림동,2017,9,1~10,디큐브시티,2011,6,59.16,"    59,500"
5,11530, 신도림동,2017,9,1~10,SK VIEW,2006,12,84.96,"    57,000"
6,11530, 신도림동,2017,9,1~10,동아2,2000,11,84.908,"    62,500"
7,11530, 신도림동,2017,9,1~10,신도림우성3,1993,5,84.75,"    55,000"
8,11530, 신도림동,2017,9,1~10,대림2,2001,1,84.95,"    50,500"
9,11530, 신도림동,2017,9,1~10,동아2,2000,24,84.908,"    62,000"
0,11530, 신도림동,2017,10,1~10,동아1,1999,19,59.978,"    55,000"
1,11530, 신도림동,2017,10,1~10,신도림우성3,1993,4,84.75,"    52,500"
2,11530, 신도림동,2017,10,1~10,디큐브시티,2011,5,59.84,"    64,000"
3,11530, 신도림동,2017,10,1~10,대림e-편한세상4,2003,14,152.07,"    95,000"
4,11530, 신도림동,2017,10,1~10,대림1,1999,25,84.95,"    55,500"
5,11530, 신도림동,2017,10,11~20,현대,1999,11,59.73,"    43,800"
6,11530, 신도림동,2017,10,11~20,대림2,2001,12,84.95,"    58,000"
7,11530, 신도림동,2017,10,11~20,대림e-편한세상5,2003,2,84.789,"    61,700"
8,11530, 신도림동,2017,10,11~20,대림2,2001,20,84.95,"    57,000"
9,11530, 신도림동,2017,10,11~20,신도림3차푸르지오,2007,11,90.08,"    54,000"
0,11530, 신도림동,2017,11,1~10,동아1,1999,10,84.908,"    63,000"
1,11530, 신도림동,2017,11,1~10,대림2,2001,9,101.48,"    64,800"
2,11530, 신도림동,2017,11,1~10,SK VIEW,2006,22,84.96,"    57,500"
3,11530, 신도림동,2017,11,1~10,동아1,1999,18,84.908,"    63,500"
4,11530, 신도림동,2017,11,1~10,현대,1999,11,84.69,"    54,500"
5,11530, 신도림동,2017,11,1~10,SK VIEW,2006,18,84.98,"    57,500"
6,11530, 신도림동,2017,11,1~10,대림e-편한세상4,2003,19,84.78,"    83,500"
7,11530, 신도림동,2017,11,1~10,SK VIEW,2006,26,84.98,"    57,250"
8,11530, 신도림동,2017,11,1~10,동아3,2000,16,138.412,"    79,000"
9,11530, 신도림동,2017,11,1~10,미성,1987,10,66.03,"    38,000"
0,11530, 신도림동,2017,12,1~10,신도림우성5,1994,8,59.91,"    43,700"
1,11530, 신도림동,2017,12,1~10,동아2,2000,15,112.354,"    73,800"
2,11530, 신도림동,2017,12,1~10,동아1,1999,9,59.978,"    55,300"
3,11530, 신도림동,2017,12,1~10,동아1,1999,17,169.199,"    74,000"
4,11530, 신도림동,2017,12,1~10,대림e-편한세상4,2003,22,152.07,"    93,000"
5,11530, 신도림동,2017,12,1~10,대림2,2001,3,59.88,"    46,800"
6,11530, 신도림동,2017,12,1~10,대림e-편한세상4,2003,11,117.74,"    89,400"
7,11530, 신도림동,2017,12,1~10,대림e-편한세상4,2003,9,84.78,"    85,000"
8,11530, 신도림동,2017,12,1~10,대림1,1999,21,59.9,"    47,450"
9,11530, 신도림동,2017,12,1~10,SK VIEW,2006,2,84.96,"    53,500"
0,11545, 가산동,2014,1,1~10,백운한비치(가),2003,6,80,"    22,500"
1,11545, 가산동,2014,1,1~10,가산지웰에스테이트,2013,8,16.26,"    15,021"
2,11545, 가산동,2014,1,11~20,삼익,1998,6,59.94,"    21,900"
3,11545, 가산동,2014,1,11~20,주상복합두산,1998,6,59.25,"    21,000"
4,11545, 가산동,2014,1,11~20,두산,1998,11,84.9,"    35,300"
5,11545, 가산동,2014,1,21~31,삼익,1998,13,59.94,"    22,000"
6,11545, 가산동,2014,1,21~31,해찬행복드림,2008,5,84.76,"    29,400"
7,11545, 독산동,2014,1,1~10,독산주공14단지,1990,11,38.64,"    13,400"
8,11545, 독산동,2014,1,1~10,독산주공14단지,1990,10,44.94,"    15,700"
9,11545, 독산동,2014,1,1~10,한신,1991,7,89.46,"    28,900"
0,11545, 가산동,2014,2,1~10,두산,1998,22,134.95,"    48,000"
1,11545, 가산동,2014,2,1~10,덕산,1995,1,59.97,"    23,000"
2,11545, 가산동,2014,2,11~20,두산,1998,7,59.84,"    26,900"
3,11545, 가산동,2014,2,21~28,두산,1998,17,59.84,"    27,800"
4,11545, 가산동,2014,2,21~28,두산,1998,3,84.9,"    33,500"
5,11545, 독산동,2014,2,1~10,독산동한양수자인,2011,12,68.161,"    34,600"
6,11545, 독산동,2014,2,1~10,독산주공14단지,1990,10,38.64,"    14,500"
7,11545, 독산동,2014,2,1~10,한아(987-11),2003,6,83.33,"    30,000"
8,11545, 독산동,2014,2,1~10,삼익,1998,8,59.97,"    24,000"
9,11545, 독산동,2014,2,1~10,한아마인드,2005,4,73.81,"    26,800"
0,11545, 가산동,2014,3,1~10,해찬행복드림,2008,6,84.45,"    29,500"
1,11545, 가산동,2014,3,1~10,삼익,1998,3,59.94,"    19,000"
2,11545, 가산동,2014,3,1~10,삼익,1998,9,84.69,"    28,000"
3,11545, 가산동,2014,3,1~10,두산,1998,25,134.95,"    43,000"
4,11545, 가산동,2014,3,1~10,두산,1998,6,59.84,"    26,800"
5,11545, 가산동,2014,3,1~10,두산,1998,18,59.84,"    28,000"
6,11545, 가산동,2014,3,1~10,삼익,1998,14,84.69,"    28,500"
7,11545, 가산동,2014,3,1~10,두산,1998,1,84.9,"    31,000"
8,11545, 가산동,2014,3,11~20,두산,1998,8,134.95,"    46,800"
9,11545, 가산동,2014,3,11~20,두산,1998,11,101.67,"    37,000"
0,11545, 가산동,2014,4,1~10,두산,1998,4,59.84,"    26,700"
1,11545, 가산동,2014,4,1~10,두산,1998,11,84.9,"    34,140"
2,11545, 가산동,2014,4,1~10,두산,1998,25,59.84,"    26,900"
3,11545, 가산동,2014,4,1~10,두산,1998,20,59.84,"    26,900"
4,11545, 가산동,2014,4,1~10,두산,1998,10,84.9,"    34,600"
5,11545, 가산동,2014,4,1~10,두산,1998,9,59.84,"    26,400"
6,11545, 가산동,2014,4,11~20,두산,1998,18,59.84,"    27,700"
7,11545, 가산동,2014,4,11~20,삼익,1998,15,59.94,"    22,100"
8,11545, 가산동,2014,4,11~20,삼익,1998,2,84.69,"    27,500"
9,11545, 가산동,2014,4,21~30,두산,1998,9,59.84,"    26,400"
0,11545, 가산동,2014,5,1~10,두산,1998,21,59.84,"    28,300"
1,11545, 가산동,2014,5,1~10,두산,1998,4,84.9,"    32,250"
2,11545, 가산동,2014,5,11~20,두산,1998,11,84.9,"    33,000"
3,11545, 가산동,2014,5,11~20,원평5차,2001,4,67.81,"    19,300"
4,11545, 가산동,2014,5,11~20,두산,1998,14,59.84,"    27,000"
5,11545, 가산동,2014,5,11~20,가산양우내안에애플,2013,13,12.04,"    12,900"
6,11545, 가산동,2014,5,21~31,두산,1998,21,84.9,"    34,000"
7,11545, 가산동,2014,5,21~31,두산,1998,16,84.9,"    26,200"
8,11545, 독산동,2014,5,1~10,독산동중앙하이츠빌,2004,21,84.8768,"    32,800"
9,11545, 독산동,2014,5,1~10,한신,1991,3,89.46,"    29,700"
0,11545, 가산동,2014,6,1~10,삼익,1998,12,59.94,"    21,000"
1,11545, 가산동,2014,6,1~10,삼익,1998,12,84.69,"    28,000"
2,11545, 가산동,2014,6,1~10,두산,1998,22,84.9,"    35,000"
3,11545, 가산동,2014,6,11~20,두산,1998,4,84.9,"    31,800"
4,11545, 가산동,2014,6,11~20,두산,1998,16,59.84,"    27,300"
5,11545, 가산동,2014,6,11~20,드림캐슬,2004,4,77.11,"    24,500"
6,11545, 가산동,2014,6,11~20,가산양우내안에애플,2013,16,15.73,"    16,450"
7,11545, 가산동,2014,6,21~30,두산,1998,13,59.84,"    28,000"
8,11545, 가산동,2014,6,21~30,두산,1998,16,59.84,"    27,850"
9,11545, 가산동,2014,6,21~30,두산,1998,12,59.84,"    27,500"
0,11545, 가산동,2014,7,1~10,두산,1998,4,59.84,"    25,000"
1,11545, 가산동,2014,7,1~10,두산,1998,19,84.9,"    33,750"
2,11545, 가산동,2014,7,1~10,두산,1998,24,59.84,"    27,000"
3,11545, 가산동,2014,7,1~10,두산,1998,15,59.84,"    27,400"
4,11545, 가산동,2014,7,11~20,두산,1998,14,84.9,"    35,000"
5,11545, 가산동,2014,7,11~20,두산,1998,7,59.84,"    25,800"
6,11545, 가산동,2014,7,11~20,두산,1998,10,59.84,"    27,500"
7,11545, 가산동,2014,7,11~20,두산,1998,22,101.67,"    39,000"
8,11545, 가산동,2014,7,11~20,두산,1998,19,101.67,"    39,000"
9,11545, 가산동,2014,7,21~31,두산,1998,15,84.9,"    35,000"
0,11545, 가산동,2014,8,1~10,두산,1998,1,59.84,"    25,000"
1,11545, 가산동,2014,8,1~10,두산,1998,14,84.9,"    33,500"
2,11545, 가산동,2014,8,1~10,두산,1998,17,84.9,"    34,300"
3,11545, 가산동,2014,8,1~10,두산,1998,9,101.67,"    37,000"
4,11545, 가산동,2014,8,1~10,두산,1998,12,84.9,"    34,500"
5,11545, 가산동,2014,8,1~10,두산,1998,6,84.9,"    35,500"
6,11545, 가산동,2014,8,1~10,삼익,1998,19,59.94,"    22,000"
7,11545, 가산동,2014,8,1~10,두산,1998,3,84.9,"    32,200"
8,11545, 가산동,2014,8,11~20,두산,1998,13,59.84,"    27,500"
9,11545, 가산동,2014,8,11~20,두산,1998,12,59.84,"    26,800"
0,11545, 가산동,2014,9,1~10,두산,1998,6,59.84,"    27,000"
1,11545, 가산동,2014,9,1~10,두산,1998,8,59.84,"    27,000"
2,11545, 가산동,2014,9,1~10,비즈트위트바이올렛5차,2014,15,12.19,"    13,990"
3,11545, 가산동,2014,9,1~10,비즈트위트바이올렛5차,2014,8,12.19,"    13,140"
4,11545, 가산동,2014,9,1~10,비즈트위트바이올렛5차,2014,13,12.19,"    13,690"
5,11545, 가산동,2014,9,11~20,비즈트위트바이올렛5차,2014,9,12.19,"    13,290"
6,11545, 가산동,2014,9,11~20,비즈트위트바이올렛5차,2014,15,12.19,"    13,840"
7,11545, 가산동,2014,9,11~20,비즈트위트바이올렛5차,2014,10,12.19,"    13,340"
8,11545, 가산동,2014,9,11~20,비즈트위트바이올렛5차,2014,9,13.34,"    13,850"
9,11545, 가산동,2014,9,11~20,비즈트위트바이올렛5차,2014,10,12.19,"    13,290"
0,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,9,12.19,"    13,340"
1,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,12,12.19,"    13,540"
2,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,11,12.19,"    13,540"
3,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,11,12.19,"    13,540"
4,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,9,12.19,"    13,290"
5,11545, 가산동,2014,10,1~10,비즈트위트바이올렛5차,2014,13,12.19,"    13,740"
6,11545, 가산동,2014,10,11~20,두산,1998,12,59.84,"    27,000"
7,11545, 가산동,2014,10,11~20,비즈트위트바이올렛5차,2014,11,12.19,"    13,490"
8,11545, 가산동,2014,10,11~20,비즈트위트바이올렛5차,2014,10,12.19,"    13,290"
9,11545, 가산동,2014,10,11~20,비즈트위트바이올렛5차,2014,12,12.19,"    13,540"
0,11545, 가산동,2014,11,1~10,두산,1998,7,101.67,"    37,900"
1,11545, 가산동,2014,11,1~10,비즈트위트바이올렛5차,2014,11,12.19,"    13,540"
2,11545, 가산동,2014,11,1~10,삼익,1998,1,59.94,"    20,000"
3,11545, 가산동,2014,11,1~10,삼익,1998,10,84.69,"    26,000"
4,11545, 가산동,2014,11,1~10,비즈트위트바이올렛5차,2014,13,12.19,"    13,690"
5,11545, 가산동,2014,11,1~10,두산,1998,19,59.84,"    27,200"
6,11545, 가산동,2014,11,1~10,비즈트위트바이올렛5차,2014,13,12.19,"    13,740"
7,11545, 가산동,2014,11,1~10,해찬행복드림,2008,10,84.45,"    29,700"
8,11545, 가산동,2014,11,1~10,두산,1998,12,59.84,"    26,700"
9,11545, 가산동,2014,11,1~10,비즈트위트바이올렛5차,2014,14,12.19,"    13,740"
0,11545, 가산동,2014,12,1~10,비즈트위트바이올렛5차,2014,9,12.19,"    13,290"
1,11545, 가산동,2014,12,1~10,비즈트위트바이올렛5차,2014,8,12.19,"    13,140"
2,11545, 가산동,2014,12,1~10,온누리,2007,9,72.248,"    24,000"
3,11545, 가산동,2014,12,1~10,두산,1998,22,59.84,"    27,800"
4,11545, 가산동,2014,12,11~20,두산,1998,6,84.9,"    34,000"
5,11545, 가산동,2014,12,11~20,가산양우내안에애플,2013,15,12.04,"    13,050"
6,11545, 가산동,2014,12,11~20,두산,1998,22,84.9,"    34,000"
7,11545, 가산동,2014,12,11~20,가산양우내안에애플,2013,15,12.04,"    13,050"
8,11545, 가산동,2014,12,11~20,삼익,1998,11,84.69,"    26,000"
9,11545, 가산동,2014,12,11~20,비즈트위트바이올렛5차,2014,8,12.19,"    13,140"
0,11545, 가산동,2015,1,1~10,비즈트위트바이올렛5차,2014,11,13.34,"    14,050"
1,11545, 가산동,2015,1,1~10,해찬행복드림,2008,8,84.76,"    30,000"
2,11545, 가산동,2015,1,1~10,두산,1998,17,59.84,"    27,200"
3,11545, 가산동,2015,1,1~10,두산,1998,5,59.84,"    27,300"
4,11545, 가산동,2015,1,1~10,가산양우내안에애플,2013,15,12.04,"    13,050"
5,11545, 가산동,2015,1,1~10,두산,1998,17,84.9,"    33,800"
6,11545, 가산동,2015,1,11~20,두산,1998,17,84.9,"    34,000"
7,11545, 가산동,2015,1,11~20,비즈트위트바이올렛5차,2014,12,13.34,"    14,050"
8,11545, 가산동,2015,1,11~20,비즈트위트바이올렛5차,2014,9,13.34,"    13,850"
9,11545, 가산동,2015,1,11~20,비즈트위트바이올렛5차,2014,13,12.19,"    13,740"
0,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,10,15.95,"    15,050"
1,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,14,15.52,"    15,064"
2,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,9,15.95,"    14,859"
3,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,12,15.52,"    14,931"
4,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,10,16.26,"    15,163"
5,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,11,16.26,"    15,305"
6,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,8,15.09,"    14,336"
7,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,8,12.13,"    12,754"
8,11545, 가산동,2015,2,1~10,가산지웰에스테이트,2013,13,16.26,"    15,447"
9,11545, 가산동,2015,2,1~10,두산,1998,7,59.84,"    27,900"
0,11545, 가산동,2015,3,1~10,두산,1998,1,84.9,"    31,500"
1,11545, 가산동,2015,3,1~10,가산지웰에스테이트,2013,8,15.96,"    14,641"
2,11545, 가산동,2015,3,1~10,두산,1998,1,101.67,"    33,000"
3,11545, 가산동,2015,3,1~10,백운한비치,2003,4,72.8,"    23,000"
4,11545, 가산동,2015,3,1~10,비즈트위트바이올렛5차,2014,10,18.52,"    14,200"
5,11545, 가산동,2015,3,1~10,가산지웰에스테이트,2013,15,15.95,"    15,262"
6,11545, 가산동,2015,3,1~10,주상복합두산,1998,4,59.25,"    23,500"
7,11545, 가산동,2015,3,1~10,두산,1998,1,59.84,"    25,500"
8,11545, 가산동,2015,3,1~10,가산지웰에스테이트,2013,7,33.14,"    30,291"
9,11545, 가산동,2015,3,1~10,두산,1998,24,84.9,"    33,500"
0,11545, 가산동,2015,4,1~10,가산지웰에스테이트,2013,8,15.96,"    14,641"
1,11545, 가산동,2015,4,1~10,비즈트위트바이올렛5차,2014,14,12.19,"    13,690"
2,11545, 가산동,2015,4,1~10,두산,1998,22,84.9,"    33,000"
3,11545, 가산동,2015,4,1~10,두산,1998,21,84.9,"    35,500"
4,11545, 가산동,2015,4,1~10,두산,1998,1,84.9,"    31,500"
5,11545, 가산동,2015,4,1~10,백운한비치(가),2003,2,79.89,"    23,300"
6,11545, 가산동,2015,4,1~10,비즈트위트바이올렛5차,2014,13,12.1,"    12,440"
7,11545, 가산동,2015,4,1~10,두산,1998,5,59.84,"    29,000"
8,11545, 가산동,2015,4,1~10,두산,1998,7,84.9,"    35,800"
9,11545, 가산동,2015,4,11~20,비즈트위트바이올렛5차,2014,10,12.1,"    12,140"
0,11545, 가산동,2015,5,1~10,두산,1998,15,59.84,"    29,500"
